"Componente","Año","Estado","Municipio","Localidad","Registradas","Apoyadas"
"HIELERA",2014,"BAJA CALIFORNIA SUR","LA PAZ","A DONDE",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","LA PAZ","A DONDE",1,1
"MOTOR",2014,"BAJA CALIFORNIA SUR","LA PAZ","AGUA ADEMADA",2,0
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","LA PAZ","AGUA ADEMADA",0,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","LA PAZ","AGUA ADEMADA",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","LA PAZ","AGUA ADEMADA",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","LA PAZ","AGUA AMARGA",3,2
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","LA PAZ","AGUA AMARGA",0,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","LA PAZ","AGUA AMARGA",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","LA PAZ","AGUA AMARGA",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","LA PAZ","EL CENTENARIO",2,1
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","LA PAZ","EL CENTENARIO",0,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","LA PAZ","EL CENTENARIO",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","LA PAZ","EL CENTENARIO",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","LA PAZ","EL DATIL",0,0
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","LA PAZ","EL DATIL",1,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","LA PAZ","EL DATIL",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","LA PAZ","EL DATIL",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","LA PAZ","EL PARDITO",1,1
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","LA PAZ","EL PARDITO",1,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","LA PAZ","EL PARDITO",1,1
"SISTEMA",2014,"BAJA CALIFORNIA SUR","LA PAZ","EL PARDITO",1,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","LA PAZ","EL PARTIDO",1,1
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","LA PAZ","EL PARTIDO",0,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","LA PAZ","EL PARTIDO",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","LA PAZ","EL PARTIDO",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","LA PAZ","EL SARGENTO",2,0
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","LA PAZ","EL SARGENTO",0,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","LA PAZ","EL SARGENTO",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","LA PAZ","EL SARGENTO",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","LA PAZ","EL SAUCE",1,0
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","LA PAZ","EL SAUCE",0,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","LA PAZ","EL SAUCE",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","LA PAZ","EL SAUCE",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","LA PAZ","GUADALUPE",0,0
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","LA PAZ","GUADALUPE",1,1
"HIELERA",2014,"BAJA CALIFORNIA SUR","LA PAZ","GUADALUPE",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","LA PAZ","GUADALUPE",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","LA PAZ","LA CUEVA",1,0
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","LA PAZ","LA CUEVA",0,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","LA PAZ","LA CUEVA",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","LA PAZ","LA CUEVA",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","LA PAZ","LA PAZ",42,14
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","LA PAZ","LA PAZ",18,4
"HIELERA",2014,"BAJA CALIFORNIA SUR","LA PAZ","LA PAZ",1,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","LA PAZ","LA PAZ",3,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","LA PAZ","LA VENTANA",1,0
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","LA PAZ","LA VENTANA",0,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","LA PAZ","LA VENTANA",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","LA PAZ","LA VENTANA",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","LA PAZ","PUEBLO NUEVO",0,0
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","LA PAZ","PUEBLO NUEVO",1,1
"HIELERA",2014,"BAJA CALIFORNIA SUR","LA PAZ","PUEBLO NUEVO",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","LA PAZ","PUEBLO NUEVO",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","LA PAZ","PUERTO CHALE",3,1
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","LA PAZ","PUERTO CHALE",1,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","LA PAZ","PUERTO CHALE",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","LA PAZ","PUERTO CHALE",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","LA PAZ","PUNTA ALTA",2,0
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","LA PAZ","PUNTA ALTA",0,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","LA PAZ","PUNTA ALTA",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","LA PAZ","PUNTA ALTA",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","LA PAZ","PUNTA DE LOBOS",2,1
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","LA PAZ","PUNTA DE LOBOS",1,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","LA PAZ","PUNTA DE LOBOS",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","LA PAZ","PUNTA DE LOBOS",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","LA PAZ","SAN EVARISTO",6,2
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","LA PAZ","SAN EVARISTO",2,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","LA PAZ","SAN EVARISTO",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","LA PAZ","SAN EVARISTO",2,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","LA PAZ","SAN JUANITO",2,0
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","LA PAZ","SAN JUANITO",1,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","LA PAZ","SAN JUANITO",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","LA PAZ","SAN JUANITO",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","LA PAZ","SANTA RITA",1,0
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","LA PAZ","SANTA RITA",0,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","LA PAZ","SANTA RITA",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","LA PAZ","SANTA RITA",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","LA PAZ","TODOS SANTOS",11,0
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","LA PAZ","TODOS SANTOS",6,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","LA PAZ","TODOS SANTOS",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","LA PAZ","TODOS SANTOS",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","LORETO","AGUA VERDE",11,5
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","LORETO","AGUA VERDE",0,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","LORETO","AGUA VERDE",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","LORETO","AGUA VERDE",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","LORETO","ENSENADA BLANCA",3,1
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","LORETO","ENSENADA BLANCA",0,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","LORETO","ENSENADA BLANCA",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","LORETO","ENSENADA BLANCA",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","LORETO","JUNCALITO",1,1
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","LORETO","JUNCALITO",0,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","LORETO","JUNCALITO",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","LORETO","JUNCALITO",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","LORETO","LIGÜI",0,0
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","LORETO","LIGÜI",1,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","LORETO","LIGÜI",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","LORETO","LIGÜI",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","LORETO","LORETO",7,2
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","LORETO","LORETO",5,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","LORETO","LORETO",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","LORETO","LORETO",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","LORETO","SAN NICOLAS",3,0
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","LORETO","SAN NICOLAS",1,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","LORETO","SAN NICOLAS",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","LORETO","SAN NICOLAS",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","LORETO","TIMBABICHI",4,1
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","LORETO","TIMBABICHI",0,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","LORETO","TIMBABICHI",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","LORETO","TIMBABICHI",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","LOS CABOS","CABO SAN LUCAS",2,1
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","LOS CABOS","CABO SAN LUCAS",0,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","LOS CABOS","CABO SAN LUCAS",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","LOS CABOS","CABO SAN LUCAS",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","LOS CABOS","EL ZACATAL",1,0
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","LOS CABOS","EL ZACATAL",0,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","LOS CABOS","EL ZACATAL",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","LOS CABOS","EL ZACATAL",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","LOS CABOS","LA RIBERA",5,2
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","LOS CABOS","LA RIBERA",1,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","LOS CABOS","LA RIBERA",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","LOS CABOS","LA RIBERA",6,3
"MOTOR",2014,"BAJA CALIFORNIA SUR","LOS CABOS","SAN JOSE VIEJO",1,1
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","LOS CABOS","SAN JOSE VIEJO",0,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","LOS CABOS","SAN JOSE VIEJO",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","LOS CABOS","SAN JOSE VIEJO",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","MULEGE","BAHIA ASUNCION",11,4
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","MULEGE","BAHIA ASUNCION",4,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","MULEGE","BAHIA ASUNCION",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","MULEGE","BAHIA ASUNCION",6,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","MULEGE","BAHIA TORTUGAS",21,6
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","MULEGE","BAHIA TORTUGAS",19,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","MULEGE","BAHIA TORTUGAS",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","MULEGE","BAHIA TORTUGAS",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","MULEGE","CAMPO DELGADITO",1,1
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","MULEGE","CAMPO DELGADITO",0,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","MULEGE","CAMPO DELGADITO",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","MULEGE","CAMPO DELGADITO",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","MULEGE","EL CARDON",1,0
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","MULEGE","EL CARDON",0,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","MULEGE","EL CARDON",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","MULEGE","EL CARDON",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","MULEGE","EL DATIL",2,0
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","MULEGE","EL DATIL",2,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","MULEGE","EL DATIL",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","MULEGE","EL DATIL",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","MULEGE","EL DATIL",0,0
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","MULEGE","EL DATIL",1,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","MULEGE","EL DATIL",1,0
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","MULEGE","EL DATIL",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","MULEGE","ESTERO DE LA BOCANA",0,0
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","MULEGE","ESTERO DE LA BOCANA",3,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","MULEGE","ESTERO DE LA BOCANA",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","MULEGE","ESTERO DE LA BOCANA",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","MULEGE","GUERRERO NEGRO",15,7
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","MULEGE","GUERRERO NEGRO",5,2
"HIELERA",2014,"BAJA CALIFORNIA SUR","MULEGE","GUERRERO NEGRO",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","MULEGE","GUERRERO NEGRO",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","MULEGE","HEROICA MULEGE",5,0
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","MULEGE","HEROICA MULEGE",1,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","MULEGE","HEROICA MULEGE",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","MULEGE","HEROICA MULEGE",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","MULEGE","LA BOCANA",11,2
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","MULEGE","LA BOCANA",5,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","MULEGE","LA BOCANA",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","MULEGE","LA BOCANA",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","MULEGE","LOCALIDAD SIN NOMBRE",1,0
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","MULEGE","LOCALIDAD SIN NOMBRE",0,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","MULEGE","LOCALIDAD SIN NOMBRE",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","MULEGE","LOCALIDAD SIN NOMBRE",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","MULEGE","NATIVIDAD",10,2
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","MULEGE","NATIVIDAD",0,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","MULEGE","NATIVIDAD",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","MULEGE","NATIVIDAD",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","MULEGE","PUNTA ABREOJOS",10,2
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","MULEGE","PUNTA ABREOJOS",0,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","MULEGE","PUNTA ABREOJOS",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","MULEGE","PUNTA ABREOJOS",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","MULEGE","SAN BRUNO",1,0
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","MULEGE","SAN BRUNO",0,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","MULEGE","SAN BRUNO",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","MULEGE","SAN BRUNO",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","MULEGE","SAN IGNACIO",2,1
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","MULEGE","SAN IGNACIO",0,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","MULEGE","SAN IGNACIO",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","MULEGE","SAN IGNACIO",0,0
"MOTOR",2014,"BAJA CALIFORNIA SUR","MULEGE","SANTA ROSALIA",7,0
"EMBARCACION",2014,"BAJA CALIFORNIA SUR","MULEGE","SANTA ROSALIA",5,0
"HIELERA",2014,"BAJA CALIFORNIA SUR","MULEGE","SANTA ROSALIA",0,0
"SISTEMA",2014,"BAJA CALIFORNIA SUR","MULEGE","SANTA ROSALIA",0,0
"MOTOR",2014,"CAMPECHE","CALKINI","CALKINI",1,0
"EMBARCACION",2014,"CAMPECHE","CALKINI","CALKINI",0,0
"HIELERA",2014,"CAMPECHE","CALKINI","CALKINI",0,0
"SISTEMA",2014,"CAMPECHE","CALKINI","CALKINI",0,0
"MOTOR",2014,"CAMPECHE","CALKINI","ISLA ARENA",67,4
"EMBARCACION",2014,"CAMPECHE","CALKINI","ISLA ARENA",37,0
"HIELERA",2014,"CAMPECHE","CALKINI","ISLA ARENA",8,0
"SISTEMA",2014,"CAMPECHE","CALKINI","ISLA ARENA",7,0
"MOTOR",2014,"CAMPECHE","CALKINI","TANKUCHE",1,0
"EMBARCACION",2014,"CAMPECHE","CALKINI","TANKUCHE",0,0
"HIELERA",2014,"CAMPECHE","CALKINI","TANKUCHE",0,0
"SISTEMA",2014,"CAMPECHE","CALKINI","TANKUCHE",0,0
"MOTOR",2014,"CAMPECHE","CAMPECHE","EL COLOMBIANO",0,0
"EMBARCACION",2014,"CAMPECHE","CAMPECHE","EL COLOMBIANO",1,1
"HIELERA",2014,"CAMPECHE","CAMPECHE","EL COLOMBIANO",0,0
"SISTEMA",2014,"CAMPECHE","CAMPECHE","EL COLOMBIANO",0,0
"MOTOR",2014,"CAMPECHE","CAMPECHE","LERMA",27,6
"EMBARCACION",2014,"CAMPECHE","CAMPECHE","LERMA",15,2
"HIELERA",2014,"CAMPECHE","CAMPECHE","LERMA",3,0
"SISTEMA",2014,"CAMPECHE","CAMPECHE","LERMA",3,0
"MOTOR",2014,"CAMPECHE","CAMPECHE","SAN ANTONIO",0,0
"EMBARCACION",2014,"CAMPECHE","CAMPECHE","SAN ANTONIO",1,0
"HIELERA",2014,"CAMPECHE","CAMPECHE","SAN ANTONIO",0,0
"SISTEMA",2014,"CAMPECHE","CAMPECHE","SAN ANTONIO",0,0
"MOTOR",2014,"CAMPECHE","CAMPECHE","SAN FRANCISCO DE CAMPECHE",106,19
"EMBARCACION",2014,"CAMPECHE","CAMPECHE","SAN FRANCISCO DE CAMPECHE",50,12
"HIELERA",2014,"CAMPECHE","CAMPECHE","SAN FRANCISCO DE CAMPECHE",15,2
"SISTEMA",2014,"CAMPECHE","CAMPECHE","SAN FRANCISCO DE CAMPECHE",18,2
"MOTOR",2014,"CAMPECHE","CARMEN","ATASTA",3,1
"EMBARCACION",2014,"CAMPECHE","CARMEN","ATASTA",3,0
"HIELERA",2014,"CAMPECHE","CARMEN","ATASTA",3,0
"SISTEMA",2014,"CAMPECHE","CARMEN","ATASTA",3,0
"MOTOR",2014,"CAMPECHE","CARMEN","CIUDAD DEL CARMEN",104,18
"EMBARCACION",2014,"CAMPECHE","CARMEN","CIUDAD DEL CARMEN",84,2
"HIELERA",2014,"CAMPECHE","CARMEN","CIUDAD DEL CARMEN",65,0
"SISTEMA",2014,"CAMPECHE","CARMEN","CIUDAD DEL CARMEN",67,0
"MOTOR",2014,"CAMPECHE","CARMEN","COLONIA EMILIANO ZAPATA",1,0
"EMBARCACION",2014,"CAMPECHE","CARMEN","COLONIA EMILIANO ZAPATA",2,0
"HIELERA",2014,"CAMPECHE","CARMEN","COLONIA EMILIANO ZAPATA",1,0
"SISTEMA",2014,"CAMPECHE","CARMEN","COLONIA EMILIANO ZAPATA",1,0
"MOTOR",2014,"CAMPECHE","CARMEN","EL CARMEN",2,0
"EMBARCACION",2014,"CAMPECHE","CARMEN","EL CARMEN",1,0
"HIELERA",2014,"CAMPECHE","CARMEN","EL CARMEN",1,0
"SISTEMA",2014,"CAMPECHE","CARMEN","EL CARMEN",1,0
"MOTOR",2014,"CAMPECHE","CARMEN","ISLA AGUADA",53,10
"EMBARCACION",2014,"CAMPECHE","CARMEN","ISLA AGUADA",47,0
"HIELERA",2014,"CAMPECHE","CARMEN","ISLA AGUADA",17,0
"SISTEMA",2014,"CAMPECHE","CARMEN","ISLA AGUADA",21,0
"MOTOR",2014,"CAMPECHE","CARMEN","NUEVO CAMPECHITO",3,1
"EMBARCACION",2014,"CAMPECHE","CARMEN","NUEVO CAMPECHITO",3,0
"HIELERA",2014,"CAMPECHE","CARMEN","NUEVO CAMPECHITO",0,0
"SISTEMA",2014,"CAMPECHE","CARMEN","NUEVO CAMPECHITO",0,0
"MOTOR",2014,"CAMPECHE","CARMEN","NUEVO PROGRESO",5,0
"EMBARCACION",2014,"CAMPECHE","CARMEN","NUEVO PROGRESO",6,0
"HIELERA",2014,"CAMPECHE","CARMEN","NUEVO PROGRESO",5,0
"SISTEMA",2014,"CAMPECHE","CARMEN","NUEVO PROGRESO",5,0
"MOTOR",2014,"CAMPECHE","CARMEN","PLAN DE AYALA",1,0
"EMBARCACION",2014,"CAMPECHE","CARMEN","PLAN DE AYALA",1,0
"HIELERA",2014,"CAMPECHE","CARMEN","PLAN DE AYALA",0,0
"SISTEMA",2014,"CAMPECHE","CARMEN","PLAN DE AYALA",0,0
"MOTOR",2014,"CAMPECHE","CARMEN","SABANCUY",33,5
"EMBARCACION",2014,"CAMPECHE","CARMEN","SABANCUY",23,0
"HIELERA",2014,"CAMPECHE","CARMEN","SABANCUY",9,0
"SISTEMA",2014,"CAMPECHE","CARMEN","SABANCUY",9,0
"MOTOR",2014,"CAMPECHE","CARMEN","SAN ANTONIO CARDENAS",9,0
"EMBARCACION",2014,"CAMPECHE","CARMEN","SAN ANTONIO CARDENAS",7,0
"HIELERA",2014,"CAMPECHE","CARMEN","SAN ANTONIO CARDENAS",4,0
"SISTEMA",2014,"CAMPECHE","CARMEN","SAN ANTONIO CARDENAS",4,0
"MOTOR",2014,"CAMPECHE","CARMEN","SANTA ROSALIA",1,1
"EMBARCACION",2014,"CAMPECHE","CARMEN","SANTA ROSALIA",1,1
"HIELERA",2014,"CAMPECHE","CARMEN","SANTA ROSALIA",0,0
"SISTEMA",2014,"CAMPECHE","CARMEN","SANTA ROSALIA",0,0
"MOTOR",2014,"CAMPECHE","CARMEN","SANTA ROSALIA",1,0
"EMBARCACION",2014,"CAMPECHE","CARMEN","SANTA ROSALIA",0,0
"MOTOR",2014,"CAMPECHE","CHAMPOTON","CHAMPOTON",39,5
"EMBARCACION",2014,"CAMPECHE","CHAMPOTON","CHAMPOTON",28,0
"HIELERA",2014,"CAMPECHE","CHAMPOTON","CHAMPOTON",4,0
"SISTEMA",2014,"CAMPECHE","CHAMPOTON","CHAMPOTON",4,0
"MOTOR",2014,"CAMPECHE","CHAMPOTON","CHAMPOTON",26,2
"EMBARCACION",2014,"CAMPECHE","CHAMPOTON","CHAMPOTON",18,0
"HIELERA",2014,"CAMPECHE","CHAMPOTON","CHAMPOTON",3,0
"SISTEMA",2014,"CAMPECHE","CHAMPOTON","CHAMPOTON",2,0
"MOTOR",2014,"CAMPECHE","CHAMPOTON","CIUDAD SOL",1,0
"EMBARCACION",2014,"CAMPECHE","CHAMPOTON","CIUDAD SOL",0,0
"HIELERA",2014,"CAMPECHE","CHAMPOTON","CIUDAD SOL",0,0
"SISTEMA",2014,"CAMPECHE","CHAMPOTON","CIUDAD SOL",0,0
"MOTOR",2014,"CAMPECHE","CHAMPOTON","KM. 67 (VENUSTIANO CARRANZA)",0,0
"EMBARCACION",2014,"CAMPECHE","CHAMPOTON","KM. 67 (VENUSTIANO CARRANZA)",1,0
"HIELERA",2014,"CAMPECHE","CHAMPOTON","KM. 67 (VENUSTIANO CARRANZA)",0,0
"SISTEMA",2014,"CAMPECHE","CHAMPOTON","KM. 67 (VENUSTIANO CARRANZA)",0,0
"MOTOR",2014,"CAMPECHE","CHAMPOTON","LA JOYA",1,0
"EMBARCACION",2014,"CAMPECHE","CHAMPOTON","LA JOYA",0,0
"HIELERA",2014,"CAMPECHE","CHAMPOTON","LA JOYA",0,0
"SISTEMA",2014,"CAMPECHE","CHAMPOTON","LA JOYA",0,0
"MOTOR",2014,"CAMPECHE","CHAMPOTON","SEYBAPLAYA",92,20
"EMBARCACION",2014,"CAMPECHE","CHAMPOTON","SEYBAPLAYA",68,9
"HIELERA",2014,"CAMPECHE","CHAMPOTON","SEYBAPLAYA",22,0
"SISTEMA",2014,"CAMPECHE","CHAMPOTON","SEYBAPLAYA",14,0
"MOTOR",2014,"CAMPECHE","CHAMPOTON","VILLA MADERO",30,1
"EMBARCACION",2014,"CAMPECHE","CHAMPOTON","VILLA MADERO",15,0
"HIELERA",2014,"CAMPECHE","CHAMPOTON","VILLA MADERO",0,0
"SISTEMA",2014,"CAMPECHE","CHAMPOTON","VILLA MADERO",1,0
"MOTOR",2014,"CAMPECHE","PALIZADA","PALIZADA",1,0
"EMBARCACION",2014,"CAMPECHE","PALIZADA","PALIZADA",1,0
"HIELERA",2014,"CAMPECHE","PALIZADA","PALIZADA",1,0
"SISTEMA",2014,"CAMPECHE","PALIZADA","PALIZADA",1,0
"MOTOR",2014,"CAMPECHE","PALIZADA","CANALES",1,0
"EMBARCACION",2014,"CAMPECHE","PALIZADA","CANALES",1,0
"HIELERA",2014,"CAMPECHE","PALIZADA","CANALES",1,0
"SISTEMA",2014,"CAMPECHE","PALIZADA","CANALES",1,0
"MOTOR",2014,"CAMPECHE","PALIZADA","LAGON DULCE",4,0
"EMBARCACION",2014,"CAMPECHE","PALIZADA","LAGON DULCE",1,0
"HIELERA",2014,"CAMPECHE","PALIZADA","LAGON DULCE",2,0
"SISTEMA",2014,"CAMPECHE","PALIZADA","LAGON DULCE",2,0
"MOTOR",2014,"CAMPECHE","PALIZADA","PALIZADA",6,3
"EMBARCACION",2014,"CAMPECHE","PALIZADA","PALIZADA",5,0
"HIELERA",2014,"CAMPECHE","PALIZADA","PALIZADA",6,0
